day,start_time,awayteam,hometeam,awayscore,homescore,wl
Thursday,1236,HOU,CIN,3,2,0
Friday,710,PIT,CIN,6,1,0
Saturday,110,PIT,CIN,2,11,1
Sunday,110,PIT,CIN,7,6,0
Monday,709,PIT,CIN,9,3,0
Tuesday,710,ARI,CIN,5,4,0
Wednesday,710,ARI,CIN,3,1,0
Thursday,1236,ARI,CIN,4,7,1
Friday,711,FLO,CIN,7,6,0
Saturday,711,FLO,CIN,3,4,1
Sunday,410,FLO,CIN,9,5,0
Tuesday,711,HOU,CIN,10,4,0
Wednesday,1236,HOU,CIN,2,3,1
Thursday,1236,HOU,CIN,4,10,1
Friday,710,SLN,CIN,5,6,1
Saturday,412,SLN,CIN,3,7,1
Sunday,110,SLN,CIN,7,9,1
Monday,710,CHN,CIN,4,7,1
Tuesday,712,CHN,CIN,5,7,1
Wednesday,710,PIT,CIN,5,0,0
Thursday,1236,PIT,CIN,5,3,0
Monday,711,MIL,CIN,3,7,1
Tuesday,709,MIL,CIN,7,2,0
Wednesday,710,MIL,CIN,3,4,1
Friday,711,LAN,CIN,1,2,1
Saturday,411,LAN,CIN,11,8,0
Sunday,109,LAN,CIN,9,6,0
Monday,710,CHN,CIN,2,8,1
Tuesday,710,CHN,CIN,2,8,1
Wednesday,1236,CHN,CIN,4,1,0
Friday,710,TOR,CIN,3,2,0
Saturday,711,TOR,CIN,4,0,0
Sunday,111,TOR,CIN,1,2,1
Monday,710,NYA,CIN,5,3,0
Wednesday,1236,NYA,CIN,4,2,0
Wednesday,711,NYA,CIN,2,10,1
Friday,710,CLE,CIN,8,2,0
Saturday,411,CLE,CIN,3,1,0
Sunday,110,CLE,CIN,5,7,1
Friday,710,SLN,CIN,5,6,1
Saturday,710,SLN,CIN,4,1,0
Sunday,110,SLN,CIN,1,3,1
Friday,710,ATL,CIN,6,4,0
Saturday,411,ATL,CIN,2,11,1
Sunday,809,ATL,CIN,3,4,1
Monday,711,NYN,CIN,4,2,0
Tuesday,711,NYN,CIN,8,6,0
Wednesday,710,NYN,CIN,8,2,0
Thursday,1237,NYN,CIN,10,9,0
Friday,710,SFN,CIN,3,4,1
Saturday,710,SFN,CIN,2,7,1
Sunday,111,SFN,CIN,0,9,1
Monday,710,COL,CIN,10,7,0
Tuesday,710,COL,CIN,3,2,0
Wednesday,710,COL,CIN,2,3,1
Thursday,1236,COL,CIN,1,2,1
Friday,710,SDN,CIN,3,5,1
Saturday,710,SDN,CIN,1,13,1
Sunday,110,SDN,CIN,7,3,0
Friday,710,WAS,CIN,3,4,1
Saturday,710,WAS,CIN,3,6,1
Sunday,111,WAS,CIN,4,5,1
Monday,711,PHI,CIN,3,2,0
Tuesday,710,PHI,CIN,9,0,0
Wednesday,710,PHI,CIN,3,0,0
Thursday,1235,PHI,CIN,6,4,0
Monday,710,CHN,CIN,12,8,0
Tuesday,710,CHN,CIN,1,2,1
Wednesday,711,CHN,CIN,2,7,1
Thursday,710,CHN,CIN,6,8,1
Friday,710,MIL,CIN,6,3,0
Saturday,712,MIL,CIN,10,1,0
Sunday,111,MIL,CIN,8,1,0
Monday,710,HOU,CIN,3,2,0
Tuesday,723,HOU,CIN,4,6,1
Wednesday,1235,HOU,CIN,0,2,1
Thursday,410,MIA,CIN,0,4,1
Saturday,712,MIA,CIN,8,3,0
Sunday,110,MIA,CIN,5,6,1
Monday,710,SLN,CIN,7,1,0
Tuesday,710,SLN,CIN,3,1,0
Wednesday,1235,SLN,CIN,3,4,1
Tuesday,712,SFN,CIN,2,9,1
Wednesday,710,SFN,CIN,2,4,1
Thursday,1236,SFN,CIN,6,5,0
Friday,710,HOU,CIN,6,4,0
Saturday,410,HOU,CIN,0,6,1
Sunday,111,HOU,CIN,5,6,1
Wednesday,710,CHN,CIN,3,1,0
Thursday,1235,CHN,CIN,3,4,1
Friday,710,WAS,CIN,7,3,0
Saturday,711,WAS,CIN,2,1,0
Sunday,446,WAS,CIN,6,9,1
Monday,709,ATL,CIN,1,4,1
Tuesday,711,ATL,CIN,3,4,1
Wednesday,710,ATL,CIN,1,2,1
Thursday,710,ATL,CIN,3,6,1
Friday,710,COL,CIN,6,3,0
Saturday,715,COL,CIN,3,10,1
Sunday,112,COL,CIN,5,7,1
Tuesday,711,PIT,CIN,8,4,0
Wednesday,711,PIT,CIN,4,5,1
Thursday,710,PIT,CIN,5,4,0
Friday,712,DET,CIN,5,6,1
Saturday,411,DET,CIN,3,2,0
Sunday,807,DET,CIN,7,6,0
Tuesday,711,CLE,CIN,1,7,1
Wednesday,711,CLE,CIN,3,5,1
Thursday,1235,CLE,CIN,5,12,1
Friday,711,MIN,CIN,5,4,0
Saturday,410,MIN,CIN,0,6,1
Sunday,110,MIN,CIN,4,3,0
Monday,711,MIL,CIN,1,3,1
Tuesday,710,MIL,CIN,3,4,1
Wednesday,1235,MIL,CIN,8,4,0
Friday,711,SLN,CIN,3,5,1
Saturday,405,SLN,CIN,2,3,1
Sunday,807,SLN,CIN,2,4,1
Monday,710,ARI,CIN,5,3,0
Tuesday,710,ARI,CIN,0,4,1
Wednesday,712,ARI,CIN,7,1,0
Thursday,121,ARI,CIN,6,7,1
Friday,710,MIL,CIN,1,3,1
Saturday,710,MIL,CIN,2,6,1
Sunday,111,MIL,CIN,1,2,1
Monday,712,SDN,CIN,11,5,0
Tuesday,710,SDN,CIN,6,7,1
Wednesday,710,SDN,CIN,4,6,1
Thursday,1236,SDN,CIN,4,9,1
Friday,712,PIT,CIN,0,3,1
Saturday,709,PIT,CIN,4,5,1
Sunday,110,PIT,CIN,6,2,0
Tuesday,711,NYN,CIN,0,3,1
Wednesday,710,NYN,CIN,1,6,1
Thursday,710,NYN,CIN,8,4,0
Friday,710,CHN,CIN,3,7,1
Saturday,110,CHN,CIN,3,5,1
Saturday,710,CHN,CIN,9,7,0
Sunday,112,CHN,CIN,4,5,1
Friday,711,SLN,CIN,8,5,0
Saturday,406,SLN,CIN,2,8,1
Sunday,111,SLN,CIN,8,2,0
Monday,111,PHI,CIN,4,2,0
Tuesday,711,PHI,CIN,1,2,1
Wednesday,1235,PHI,CIN,6,2,0
Friday,710,HOU,CIN,5,3,0
Saturday,710,HOU,CIN,1,5,1
Sunday,111,HOU,CIN,5,1,0
Monday,711,PIT,CIN,3,4,1
Tuesday,713,PIT,CIN,3,5,1
Wednesday,709,PIT,CIN,1,2,1
Friday,711,LAN,CIN,3,1,0
Saturday,407,LAN,CIN,0,6,1
Sunday,807,LAN,CIN,5,3,0
Tuesday,710,MIL,CIN,2,4,1
Wednesday,710,MIL,CIN,8,1,0
Thursday,1237,MIL,CIN,1,2,1
Tuesday,540,SFN,CIN,2,1,0
Wednesday,408,SFN,CIN,8,3,0
Thursday,108,SFN,CIN,6,4,0
Monday,411,ANA,CIN,3,1,0
Wednesday,711,ANA,CIN,4,5,1
Thursday,1237,ANA,CIN,4,5,1
Friday,710,WAS,CIN,0,15,1
Saturday,110,WAS,CIN,7,6,0
Sunday,111,WAS,CIN,3,6,1
Monday,711,PHI,CIN,2,4,1
Tuesday,830,PHI,CIN,0,1,1
Wednesday,710,PHI,CIN,2,11,1
Thursday,712,MIA,CIN,1,11,1
Friday,710,MIA,CIN,2,1,0
Saturday,110,MIA,CIN,2,3,1
Sunday,110,MIA,CIN,6,10,1
Monday,711,CHN,CIN,4,5,1
Tuesday,710,CHN,CIN,4,2,0
Wednesday,204,CHN,CIN,0,1,1
Monday,710,ATL,CIN,7,4,0
Tuesday,745,ATL,CIN,4,5,1
Wednesday,1236,ATL,CIN,7,2,0
Friday,710,MIL,CIN,3,4,1
Saturday,413,MIL,CIN,7,13,1
Sunday,111,MIL,CIN,1,5,1
Friday,710,CHN,CIN,4,7,1
Saturday,410,CHN,CIN,2,5,1
Sunday,111,CHN,CIN,5,4,0
Monday,110,CLE,CIN,2,4,1
Tuesday,711,CLE,CIN,2,8,1
Monday,711,COL,CIN,0,3,1
Tuesday,710,COL,CIN,5,4,0
Wednesday,712,COL,CIN,12,4,0
Friday,711,SLN,CIN,9,2,0
Saturday,716,SLN,CIN,2,4,1
Sunday,806,SLN,CIN,11,4,0
Friday,710,MIL,CIN,3,4,1
Saturday,409,MIL,CIN,6,0,0
Sunday,110,MIL,CIN,1,5,1
Monday,710,PIT,CIN,1,4,1
Tuesday,712,PIT,CIN,4,0,0
Wednesday,710,PIT,CIN,1,2,1
Thursday,1236,PIT,CIN,5,3,0
Monday,711,SFN,CIN,1,8,1
Tuesday,710,SFN,CIN,0,3,1
Wednesday,711,SFN,CIN,2,3,1
Friday,711,SEA,CIN,4,2,0
Saturday,411,SEA,CIN,4,13,1
Sunday,111,SEA,CIN,3,1,0
Friday,711,PIT,CIN,3,5,1
Saturday,407,PIT,CIN,4,5,1
Sunday,110,PIT,CIN,3,2,0
Tuesday,736,SFN,CIN,5,3,0
Friday,710,SLN,CIN,13,3,0
Saturday,710,SLN,CIN,3,8,1
Sunday,111,SLN,CIN,15,2,0
Tuesday,712,OAK,CIN,1,3,1
Wednesday,1237,OAK,CIN,5,6,1
Friday,709,SDN,CIN,2,7,1
Saturday,711,SDN,CIN,3,1,0
Sunday,111,SDN,CIN,2,3,1
Monday,710,ARI,CIN,3,5,1
Tuesday,710,ARI,CIN,5,2,0
Wednesday,710,ARI,CIN,7,10,1
Thursday,1237,ARI,CIN,1,2,1
Friday,711,MIL,CIN,6,4,0
Saturday,710,MIL,CIN,3,6,1
Sunday,111,MIL,CIN,3,1,0
Monday,111,SLN,CIN,2,7,1
Tuesday,709,SLN,CIN,0,1,1
Wednesday,710,SLN,CIN,5,4,0
Thursday,711,SLN,CIN,2,6,1
Friday,710,LAN,CIN,2,3,1
Saturday,106,LAN,CIN,3,4,1
Sunday,807,LAN,CIN,2,3,1
Monday,710,CHN,CIN,2,0,0
Tuesday,710,CHN,CIN,9,1,0
Wednesday,1236,CHN,CIN,0,6,1
Monday,711,NYN,CIN,2,3,1
Tuesday,710,NYN,CIN,4,2,0
Wednesday,1238,NYN,CIN,1,0,0
Friday,711,PIT,CIN,4,1,0
Saturday,106,PIT,CIN,8,3,0
Sunday,110,PIT,CIN,4,2,0
Monday,306,TEX,CLE,4,2,0
Wednesday,706,TEX,CLE,6,2,0
Thursday,1206,TEX,CLE,2,3,1
Friday,706,CHA,CLE,2,6,1
Saturday,410,CHA,CLE,2,3,1
Sunday,106,CHA,CLE,4,7,1
Friday,706,MIN,CLE,9,3,0
Saturday,706,MIN,CLE,4,5,1
Sunday,105,MIN,CLE,8,3,0
Monday,709,TOR,CLE,5,1,0
Tuesday,706,TOR,CLE,8,5,0
Wednesday,1207,TOR,CLE,5,4,0
Saturday,106,DET,CLE,6,4,0
Sunday,105,DET,CLE,4,7,1
Wednesday,706,KCA,CLE,8,4,0
Thursday,1206,KCA,CLE,9,3,0
Friday,705,CIN,CLE,7,4,0
Saturday,706,CIN,CLE,6,4,0
Sunday,106,CIN,CLE,3,4,1
Monday,706,CHA,CLE,7,2,0
Tuesday,706,CHA,CLE,3,7,1
Wednesday,1206,CHA,CLE,5,4,0
Monday,706,BOS,CLE,4,1,0
Tuesday,707,BOS,CLE,3,2,0
Wednesday,705,BOS,CLE,0,11,1
Thursday,706,BOS,CLE,7,8,1
Friday,706,WAS,CLE,2,7,1
Saturday,707,WAS,CLE,1,7,1
Sunday,107,WAS,CLE,9,4,0
Tuesday,705,NYN,CLE,7,6,0
Wednesday,706,NYN,CLE,8,4,0
Thursday,705,NYN,CLE,6,4,0
Monday,706,TOR,CLE,1,2,1
Tuesday,707,TOR,CLE,4,5,1
Wednesday,707,TOR,CLE,1,3,1
Thursday,1205,TOR,CLE,1,6,1
Friday,706,OAK,CLE,3,0,0
Saturday,705,OAK,CLE,4,5,1
Sunday,106,OAK,CLE,3,1,0
Friday,706,DET,CLE,2,8,1
Saturday,106,DET,CLE,3,4,1
Saturday,704,DET,CLE,1,2,1
Sunday,105,DET,CLE,2,7,1
Friday,707,TBA,CLE,1,3,1
Saturday,706,TBA,CLE,6,3,0
Sunday,106,TBA,CLE,4,2,0
Monday,706,NYA,CLE,3,2,0
Tuesday,705,NYA,CLE,1,4,1
Wednesday,747,NYA,CLE,8,0,0
Thursday,706,NYA,CLE,11,4,0
Friday,706,MIN,CLE,6,7,1
Saturday,708,MIN,CLE,7,2,0
Sunday,107,MIN,CLE,5,4,0
Tuesday,707,BAL,CLE,14,8,0
Wednesday,706,BAL,CLE,3,1,0
Thursday,706,BAL,CLE,1,4,1
Friday,706,SEA,CLE,3,2,0
Saturday,707,SEA,CLE,9,3,0
Sunday,106,SEA,CLE,1,9,1
Tuesday,706,OAK,CLE,5,0,0
Wednesday,706,OAK,CLE,6,1,0
Thursday,705,OAK,CLE,2,3,1
Friday,705,KCA,CLE,4,15,1
Saturday,706,KCA,CLE,3,4,1
Sunday,106,KCA,CLE,6,2,0
Monday,705,CHA,CLE,10,6,0
Tuesday,706,CHA,CLE,4,3,0
Wednesday,1207,CHA,CLE,6,4,0
Friday,706,MIN,CLE,0,2,1
Saturday,855,MIN,CLE,1,0,0
Sunday,107,MIN,CLE,6,2,0
Tuesday,705,ANA,CLE,3,4,1
Wednesday,706,ANA,CLE,7,0,0
Thursday,714,ANA,CLE,2,3,1
Thursday,705,KCA,CLE,4,2,0
Friday,704,KCA,CLE,3,7,1
Saturday,705,KCA,CLE,1,7,1
Sunday,106,KCA,CLE,3,5,1
Monday,707,DET,CLE,3,6,1
Wednesday,404,DET,CLE,0,4,1
Wednesday,705,DET,CLE,3,4,1
Friday,308,CHA,CLE,15,10,0
Saturday,106,CHA,CLE,8,3,0
Sunday,105,CHA,CLE,1,7,1
Tuesday,705,BOS,CLE,1,3,1
Wednesday,706,BOS,CLE,4,8,1
Thursday,1206,BOS,CLE,0,1,1
Friday,706,BAL,CLE,2,8,1
Saturday,308,BAL,CLE,3,8,1
Sunday,106,BAL,CLE,2,4,1
Tuesday,706,KCA,CLE,4,9,1
Wednesday,707,KCA,CLE,2,7,1
Thursday,706,KCA,CLE,2,8,1
Friday,706,DET,CLE,5,9,1
Saturday,607,DET,CLE,2,3,1
Sunday,106,DET,CLE,4,5,1
Tuesday,840,TBA,CLE,4,5,1
Wednesday,706,TBA,CLE,8,2,0
Thursday,1207,TBA,CLE,7,4,0
Friday,706,SEA,CLE,4,5,1
Friday,707,CIN,CLE,4,5,1
Saturday,405,CIN,CLE,1,2,1
Sunday,106,CIN,CLE,4,12,1
Monday,806,BOS,CLE,2,3,1
Tuesday,706,BOS,CLE,4,2,0
Wednesday,1206,BOS,CLE,14,2,0
Thursday,707,TEX,CLE,7,4,0
Friday,706,TEX,CLE,11,2,0
Saturday,706,TEX,CLE,4,0,0
Sunday,105,TEX,CLE,2,0,0
Monday,706,MIN,CLE,6,4,0
Tuesday,706,MIN,CLE,0,1,1
Wednesday,1206,MIN,CLE,3,2,0
Friday,708,PIT,CLE,1,5,1
Saturday,706,PIT,CLE,1,5,1
Sunday,105,PIT,CLE,2,5,1
Monday,706,COL,CLE,8,7,0
Tuesday,705,COL,CLE,4,3,0
Wednesday,705,COL,CLE,3,4,1
Monday,636,NYA,CLE,3,6,1
Tuesday,707,NYA,CLE,9,2,0
Wednesday,710,NYA,CLE,3,5,1
Thursday,706,TOR,CLE,4,5,1
Friday,705,TOR,CLE,11,7,0
Saturday,706,TOR,CLE,5,4,0
Sunday,106,TOR,CLE,7,1,0
Friday,752,CHA,CLE,3,0,0
Sunday,105,CHA,CLE,4,2,0
Monday,707,ANA,CLE,2,3,1
Tuesday,706,ANA,CLE,2,1,0
Wednesday,1205,ANA,CLE,3,1,0
Friday,706,KCA,CLE,12,0,0
Saturday,705,KCA,CLE,2,5,1
Sunday,107,KCA,CLE,5,3,0
Tuesday,706,DET,CLE,2,3,1
Wednesday,706,DET,CLE,3,10,1
Thursday,706,DET,CLE,4,3,0
Friday,706,MIN,CLE,2,3,1
Saturday,706,MIN,CLE,1,3,1
Monday,706,SEA,CLE,3,2,0
Tuesday,105,SEA,CLE,5,7,1
Tuesday,705,SEA,CLE,12,7,0
Wednesday,1205,SEA,CLE,9,2,0
Friday,705,KCA,CLE,1,2,1
Saturday,706,KCA,CLE,7,8,1
Sunday,105,KCA,CLE,2,1,0
Monday,706,OAK,CLE,1,2,1
Tuesday,707,OAK,CLE,2,6,1
Wednesday,705,OAK,CLE,3,4,1
Thursday,1206,OAK,CLE,7,0,0
Monday,105,DET,CLE,4,2,0
Tuesday,705,DET,CLE,10,1,0
Wednesday,1205,DET,CLE,8,6,0
Monday,406,SEA,CLE,12,6,0
Tuesday,106,CHA,CLE,3,4,1
Tuesday,706,CHA,CLE,5,4,0
Wednesday,705,CHA,CLE,8,4,0
Thursday,706,CHA,CLE,2,11,1
Friday,747,MIN,CLE,5,6,1
Saturday,106,MIN,CLE,2,8,1
Saturday,706,MIN,CLE,6,7,1
Sunday,105,MIN,CLE,6,4,0
Thursday,308,TOR,CLE,7,4,0
Saturday,108,TOR,CLE,7,4,0
Sunday,105,TOR,CLE,3,4,1
Monday,705,CHA,CLE,4,2,0
Wednesday,1207,CHA,CLE,10,6,0
Tuesday,705,KCA,CLE,3,4,1
Wednesday,706,KCA,CLE,8,2,0
Thursday,1205,KCA,CLE,4,2,0
Friday,706,ANA,CLE,2,3,1
Saturday,332,ANA,CLE,2,1,0
Sunday,105,ANA,CLE,0,4,1
Friday,707,TEX,CLE,3,6,1
Saturday,705,TEX,CLE,5,2,0
Sunday,105,TEX,CLE,2,4,1
Monday,131,CHA,CLE,6,8,1
Monday,705,CHA,CLE,2,3,1
Tuesday,707,CHA,CLE,5,3,0
Wednesday,809,CHA,CLE,8,1,0
Wednesday,707,SEA,CLE,3,9,1
Thursday,1206,SEA,CLE,5,6,1
Friday,706,MIA,CLE,3,2,0
Saturday,407,MIA,CLE,0,2,1
Sunday,104,MIA,CLE,5,3,0
Tuesday,706,DET,CLE,3,5,1
Wednesday,706,DET,CLE,2,4,1
Thursday,1206,DET,CLE,1,2,1
Monday,408,KCA,CLE,5,8,1
Tuesday,705,KCA,CLE,8,2,0
Wednesday,1208,KCA,CLE,6,3,0
Friday,705,MIN,CLE,1,7,1
Saturday,715,MIN,CLE,7,4,0
Sunday,305,MIN,CLE,6,3,0
Friday,707,PIT,CLE,0,2,1
Saturday,407,PIT,CLE,9,2,0
Sunday,107,PIT,CLE,9,5,0
Monday,715,CIN,CLE,9,10,1
Tuesday,707,CIN,CLE,2,3,1
Wednesday,705,CIN,CLE,1,8,1
Monday,707,ANA,CLE,3,0,0
Tuesday,707,ANA,CLE,5,9,1
Wednesday,406,ANA,CLE,3,12,1
Thursday,706,TBA,CLE,1,3,1
Friday,706,TBA,CLE,10,3,0
Saturday,606,TBA,CLE,3,7,1
Sunday,107,TBA,CLE,7,6,0
Friday,707,BAL,CLE,10,2,0
Saturday,708,BAL,CLE,3,1,0
Sunday,306,BAL,CLE,4,3,0
Monday,706,BAL,CLE,1,3,1
Tuesday,706,DET,CLE,2,3,1
Wednesday,706,DET,CLE,5,3,0
Thursday,731,DET,CLE,3,5,1
Monday,706,MIN,CLE,14,3,0
Tuesday,706,MIN,CLE,7,5,0
Wednesday,1205,MIN,CLE,2,6,1
Thursday,705,BOS,CLE,3,5,1
Friday,705,BOS,CLE,3,2,0
Saturday,623,BOS,CLE,2,5,1
Sunday,105,BOS,CLE,14,1,0
Friday,707,NYA,CLE,3,1,0
Saturday,705,NYA,CLE,1,3,1
Sunday,107,NYA,CLE,4,2,0
Monday,706,OAK,CLE,3,0,0
Tuesday,707,OAK,CLE,7,0,0
Wednesday,707,OAK,CLE,8,4,0
Thursday,1207,OAK,CLE,12,7,0
Friday,706,TEX,CLE,5,3,0
Saturday,705,TEX,CLE,3,4,1
Sunday,107,TEX,CLE,8,3,0
Friday,706,DET,CLE,4,0,0
Saturday,406,DET,CLE,5,3,0
Sunday,305,DET,CLE,6,7,1
Tuesday,707,MIN,CLE,6,5,0
Wednesday,707,MIN,CLE,6,4,0
Thursday,1205,MIN,CLE,3,4,1
Friday,706,KCA,CLE,5,8,1
Saturday,706,KCA,CLE,7,6,0
Sunday,106,KCA,CLE,3,15,1
Monday,705,CHA,CLE,11,0,0
Tuesday,706,CHA,CLE,3,4,1
Wednesday,706,CHA,CLE,9,0,0
Monday,409,NYA,CLE,11,6,0
Tuesday,705,NYA,CLE,14,1,0
Friday,706,CHA,CLE,0,1,1
Saturday,405,CHA,CLE,4,9,1
Sunday,105,CHA,CLE,3,1,0
Tuesday,706,BOS,CLE,7,2,0
Wednesday,705,BOS,CLE,6,3,0
Thursday,704,BOS,CLE,6,3,0
Tuesday,705,PHI,CLE,2,14,1
Wednesday,706,PHI,CLE,0,6,1
Friday,705,MIN,CLE,6,7,1
Saturday,106,MIN,CLE,3,7,1
Sunday,106,MIN,CLE,4,2,0
Monday,705,OAK,CLE,3,7,1
Tuesday,705,OAK,CLE,0,1,1
Wednesday,705,OAK,CLE,3,4,1
Thursday,1205,OAK,CLE,2,9,1
Monday,1207,NYA,CLE,0,1,1
Monday,313,NYA,CLE,7,0,0
Friday,706,SEA,CLE,3,6,1
Saturday,105,SEA,CLE,4,5,1
Sunday,105,SEA,CLE,0,6,1
Monday,1207,SEA,CLE,8,10,1
Tuesday,706,DET,CLE,5,1,0
Wednesday,705,DET,CLE,11,7,0
Wednesday,707,CIN,CLE,2,5,1
Thursday,705,CIN,CLE,1,7,1
Friday,902,TBA,CLE,9,2,0
Saturday,106,TBA,CLE,0,5,1
Sunday,106,TBA,CLE,11,3,0
Friday,705,WAS,CLE,1,2,1
Saturday,714,WAS,CLE,7,6,0
Sunday,106,WAS,CLE,0,2,1
Monday,706,KCA,CLE,2,1,0
Tuesday,706,KCA,CLE,3,4,1
Wednesday,705,KCA,CLE,3,6,1
Friday,705,MIN,CLE,1,5,1
Saturday,717,MIN,CLE,7,8,1
Sunday,105,MIN,CLE,5,3,0
Friday,705,DET,CLE,7,0,0
Saturday,404,DET,CLE,9,4,0
Sunday,105,DET,CLE,6,9,1
Monday,705,DET,CLE,4,2,0
Tuesday,741,TOR,CLE,0,3,1
Wednesday,705,TOR,CLE,5,4,0
Thursday,1204,TOR,CLE,2,4,1
Friday,706,KCA,CLE,0,3,1
Saturday,706,KCA,CLE,3,5,1
Sunday,105,KCA,CLE,4,6,1
Friday,706,TEX,CLE,8,11,1
Saturday,705,TEX,CLE,0,1,1
Sunday,106,TEX,CLE,0,6,1
Monday,705,CHA,CLE,2,3,1
Tuesday,707,CHA,CLE,4,7,1
Wednesday,706,CHA,CLE,5,6,1
Thursday,1205,CHA,CLE,1,6,1
Monday,707,DET,CLE,4,2,0
Tuesday,706,DET,CLE,5,1,0
Wednesday,705,DET,CLE,6,5,0
Thursday,706,DET,CLE,10,3,0
Friday,704,ANA,CLE,5,2,0
Saturday,705,ANA,CLE,7,2,0
Sunday,105,ANA,CLE,5,6,1
Friday,706,MIN,CLE,5,1,0
Saturday,705,MIN,CLE,2,7,1
Sunday,104,MIN,CLE,1,3,1
Monday,406,BAL,CLE,7,2,0
Tuesday,705,BAL,CLE,3,4,1
Wednesday,705,BAL,CLE,4,6,1
Friday,705,NYN,CLE,1,8,1
Saturday,606,NYN,CLE,4,9,1
Sunday,105,NYN,CLE,2,1,0
Monday,706,KCA,CLE,3,4,1
Tuesday,706,KCA,CLE,6,3,0
Wednesday,1206,KCA,CLE,6,2,0
Thursday,707,HOU,CLE,1,2,1
Friday,704,HOU,CLE,1,2,1
Saturday,605,HOU,CLE,1,4,1
Sunday,104,HOU,CLE,2,9,1
Tuesday,706,CHA,CLE,4,5,1
Wednesday,707,CHA,CLE,2,7,1
Wednesday,807,TBA,CLE,4,0,0
Friday,212,SDN,COL,0,7,1
Saturday,612,SDN,COL,5,4,0
Sunday,112,SDN,COL,2,4,1
Tuesday,641,NYN,COL,3,11,1
Wednesday,641,NYN,COL,5,6,1
Thursday,110,NYN,COL,5,0,0
Saturday,312,FLO,COL,4,1,0
Saturday,616,FLO,COL,1,8,1
Sunday,309,FLO,COL,4,8,1
Monday,643,ARI,COL,5,3,0
Tuesday,642,ARI,COL,1,12,1
Wednesday,112,ARI,COL,12,11,0
Monday,643,PHI,COL,9,5,0
Wednesday,110,PHI,COL,3,4,1
Thursday,717,WAS,COL,14,6,0
Saturday,1211,WAS,COL,2,6,1
Saturday,610,WAS,COL,3,4,1
Sunday,110,WAS,COL,1,2,1
Tuesday,641,ARI,COL,2,3,1
Wednesday,642,ARI,COL,3,7,1
Thursday,111,ARI,COL,2,8,1
Friday,711,LAN,COL,5,4,0
Saturday,611,LAN,COL,3,11,1
Sunday,111,LAN,COL,4,3,0
Monday,642,HOU,COL,1,5,1
Tuesday,641,HOU,COL,4,3,0
Wednesday,641,HOU,COL,6,2,0
Thursday,111,HOU,COL,5,4,0
Friday,855,TOR,COL,3,5,1
Saturday,611,TOR,COL,0,1,1
Sunday,111,TOR,COL,3,10,1
Friday,711,MIL,COL,0,2,1
Saturday,611,MIL,COL,7,8,1
Sunday,111,MIL,COL,6,1,0
Tuesday,642,BOS,COL,1,2,1
Wednesday,642,BOS,COL,6,8,1
Thursday,642,BOS,COL,13,11,0
Thursday,641,SFN,COL,3,7,1
Friday,611,SFN,COL,3,6,1
Saturday,611,SFN,COL,11,8,0
Sunday,111,SFN,COL,3,4,1
Tuesday,710,SLN,COL,9,12,1
Wednesday,640,SLN,COL,7,8,1
Thursday,111,SLN,COL,2,4,1
Friday,711,SDN,COL,8,10,1
Saturday,611,SDN,COL,2,4,1
Sunday,112,SDN,COL,9,7,0
Tuesday,640,PIT,COL,4,2,0
Wednesday,641,PIT,COL,6,2,0
Thursday,110,PIT,COL,3,9,1
Friday,711,CHN,COL,2,17,1
Saturday,611,CHN,COL,5,6,1
Sunday,111,CHN,COL,7,8,1
Tuesday,640,SFN,COL,10,0,0
Wednesday,112,SFN,COL,1,6,1
Friday,711,MIL,COL,4,5,1
Saturday,612,MIL,COL,5,4,0
Sunday,112,MIL,COL,5,6,1
Monday,642,ATL,COL,4,5,1
Tuesday,641,ATL,COL,2,5,1
Wednesday,111,ATL,COL,10,12,1
Friday,711,LAN,COL,6,2,0
Saturday,610,LAN,COL,3,5,1
Sunday,111,LAN,COL,5,10,1
Thursday,511,PHI,COL,12,11,0
Monday,112,CIN,COL,5,10,1
Tuesday,641,CIN,COL,3,4,1
Wednesday,640,CIN,COL,2,9,1
Thursday,112,CIN,COL,5,6,1
Friday,711,ARI,COL,4,13,1
Saturday,613,ARI,COL,1,2,1
Sunday,110,ARI,COL,2,4,1
Monday,641,SDN,COL,6,4,0
Tuesday,641,SDN,COL,7,6,0
Wednesday,111,SDN,COL,6,9,1
Friday,610,SFN,COL,2,1,0
Saturday,611,SFN,COL,9,10,1
Sunday,110,SFN,COL,4,2,0
Monday,642,LAN,COL,3,1,0
Tuesday,640,LAN,COL,9,7,0
Wednesday,110,LAN,COL,7,6,0
Friday,211,ARI,COL,7,6,0
Saturday,611,ARI,COL,1,3,1
Tuesday,641,LAN,COL,0,3,1
Wednesday,110,LAN,COL,5,7,1
Friday,641,CHN,COL,0,5,1
Saturday,610,CHN,COL,8,3,0
Sunday,109,CHN,COL,5,9,1
Monday,641,SFN,COL,8,1,0
Tuesday,640,SFN,COL,6,3,0
Wednesday,111,SFN,COL,2,10,1
Friday,640,PIT,COL,3,0,0
Saturday,610,PIT,COL,1,4,1
Sunday,110,PIT,COL,8,4,0
Monday,641,NYN,COL,1,2,1
Tuesday,640,NYN,COL,4,3,0
Thursday,320,NYN,COL,9,5,0
Friday,641,SDN,COL,7,12,1
Saturday,110,SDN,COL,9,7,0
Sunday,110,SDN,COL,8,2,0
Monday,641,SFN,COL,4,7,1
Tuesday,110,SFN,COL,3,5,1
